,R_fighter,B_fighter,Referee,date,location,Winner,Title Fight,weight_class,B Rounds,B Title Fights,B_current_win_streak,B_current_lose_streak,B_longest_win_streak,B_wins,B_losses,B_draw,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_Stance,B_Weight_lbs,R Rounds,R Title Fights,R_current_win_streak,R_current_lose_streak,R_longest_win_streak,R_wins,R_losses,R_draw,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_Stance,R_Weight_lbs,B_age,R_age,R_Age Range,B_Age Range
4277,Jeremy Horn,Trevor Prangley,Mario Yamasaki,11/19/2005,"Las Vegas, Nevada, USA",Red,False,Middleweight,5,0,2,0,2,2,0,0,1,0,1,Orthodox,185,12,2,0,2,4,4,4,0,0,1,3,Orthodox,185,33.0,30.0,Experienced,Experienced
4278,Matt Hughes,Joe Riggs,John McCarthy,11/19/2005,"Las Vegas, Nevada, USA",Red,False,Welterweight,5,0,1,0,1,2,1,0,0,1,0,Southpaw,185,28,9,2,0,6,11,2,0,3,3,3,Switch,170,23.0,32.0,Experienced,Young Prospect
4279,Gabriel Gonzaga,Kevin Jordan,Herb Dean,11/19/2005,"Las Vegas, Nevada, USA",Red,False,Heavyweight,1,0,0,1,0,0,1,0,0,0,0,Orthodox,245,0,0,0,0,0,0,0,0,0,0,0,Orthodox,242,34.0,26.0,Young Prospect,Experienced
4280,Diego Sanchez,Nick Diaz,John McCarthy,11/5/2005,"Las Vegas, Nevada, USA",Red,False,Welterweight,10,0,2,0,2,4,1,0,0,3,1,Southpaw,185,3,1,2,0,2,2,0,0,0,2,0,Southpaw,170,22.0,23.0,Young Prospect,Young Prospect
4281,Andrei Arlovski,Paul Buentello,John McCarthy,10/7/2005,"Uncasville, Connecticut, USA",Red,True,Heavyweight,2,0,2,0,2,2,0,0,0,1,1,Orthodox,245,13,2,1,0,5,6,2,0,0,4,2,Orthodox,240,31.0,26.0,Young Prospect,Experienced
4282,Joe Riggs,Chris Lytle,John McCarthy,10/7/2005,"Uncasville, Connecticut, USA",Red,False,Welterweight,12,0,0,2,2,2,3,0,0,0,2,Orthodox,170,3,0,1,0,1,1,1,0,0,1,0,Southpaw,185,31.0,23.0,Young Prospect,Experienced
4283,Forrest Griffin,Elvis Sinosic,Mario Yamasaki,10/7/2005,"Uncasville, Connecticut, USA",Red,False,LightHeavyweight,6,1,1,0,1,1,3,0,0,0,1,Orthodox,205,4,1,2,0,2,2,0,0,1,0,1,Orthodox,205,34.0,26.0,Young Prospect,Experienced
4284,Jorge Rivera,Dennis Hallman,Mario Yamasaki,10/7/2005,"Uncasville, Connecticut, USA",Red,False,Middleweight,7,1,1,0,1,1,2,0,0,0,1,Orthodox,155,7,0,1,0,1,1,2,0,1,0,0,Orthodox,185,29.0,33.0,Experienced,Experienced
4285,David Loiseau,Evan Tanner,John McCarthy,10/3/2005,"Las Vegas, Nevada, USA",Red,False,Middleweight,21,3,3,0,4,10,3,0,2,4,3,Orthodox,185,7,0,1,0,2,3,1,0,0,2,0,Orthodox,185,34.0,25.0,Young Prospect,Experienced
4286,Drew Fickett,Josh Koscheck,John McCarthy,10/3/2005,"Las Vegas, Nevada, USA",Red,False,Welterweight,2,0,2,0,2,2,0,0,0,1,1,Orthodox,170,2,0,0,1,1,1,1,0,0,0,1,Orthodox,155,27.0,25.0,Young Prospect,Young Prospect
4287,Jonathan Goulet,Jay Hieron,Jon Schorle,10/3/2005,"Las Vegas, Nevada, USA",Red,False,Welterweight,1,0,0,1,0,0,1,0,0,0,0,Orthodox,170,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170,29.0,26.0,Young Prospect,Experienced
4288,Chris Leben,Edwin DeWees,Herb Dean,10/3/2005,"Las Vegas, Nevada, USA",Red,False,Middleweight,1,0,0,1,0,0,1,0,0,0,0,Orthodox,185,4,0,2,0,2,2,0,0,0,1,0,Southpaw,185,23.0,25.0,Young Prospect,Young Prospect
4289,Randy Couture,Mike van Arsdale,Herb Dean,8/20/2005,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight,4,0,2,0,2,2,0,0,1,0,1,Switch,205,37,12,7,0,7,10,4,0,2,5,1,Orthodox,205,40.0,42.0,Veteran,Veteran
4290,Tim Sylvia,Tra Telligman,Mario Yamasaki,8/20/2005,"Las Vegas, Nevada, USA",Red,False,Heavyweight,5,0,0,1,1,1,3,0,0,0,1,Orthodox,233,6,4,3,0,3,3,2,0,0,3,0,Orthodox,265,40.0,29.0,Experienced,Veteran
4291,Chuck Liddell,Jeremy Horn,John McCarthy,8/20/2005,"Las Vegas, Nevada, USA",Red,True,LightHeavyweight,8,1,0,2,4,4,3,0,0,1,3,Orthodox,185,24,2,1,0,7,11,2,0,5,5,0,Orthodox,205,29.0,35.0,Experienced,Experienced
4292,Trevor Prangley,Travis Lutter,Herb Dean,8/20/2005,"Las Vegas, Nevada, USA",Red,False,Middleweight,4,0,1,0,1,1,1,0,0,1,0,Orthodox,185,2,0,1,0,1,1,0,0,0,0,1,Orthodox,185,32.0,32.0,Experienced,Experienced
4293,Georges St-Pierre,Frank Trigg,John McCarthy,8/20/2005,"Las Vegas, Nevada, USA",Red,False,Welterweight,5,2,0,1,2,2,2,0,0,2,0,Southpaw,170,8,1,2,0,2,3,1,0,2,1,0,Orthodox,185,33.0,24.0,Young Prospect,Experienced
4294,Matt Lindland,Joe Doerksen,Mario Yamasaki,8/20/2005,"Las Vegas, Nevada, USA",Red,False,Middleweight,5,0,0,1,1,1,1,0,0,0,1,Orthodox,185,24,1,4,0,4,8,3,0,2,3,1,Southpaw,185,27.0,35.0,Experienced,Young Prospect
4295,Kenny Florian,Alex Karalexis,Cecil Peoples,8/6/2005,"Las Vegas, Nevada, USA",Red,False,Welterweight,1,0,1,0,1,1,0,0,0,1,0,Orthodox,155,1,1,0,1,0,0,1,0,0,0,0,Southpaw,145,27.0,29.0,Experienced,Young Prospect
4296,Nate Quarry,Pete Sell,Cecil Peoples,8/6/2005,"Las Vegas, Nevada, USA",Red,False,Middleweight,3,0,1,0,1,1,0,0,0,0,1,Orthodox,170,2,0,2,0,2,2,0,0,0,2,0,Open Stance,185,23.0,33.0,Experienced,Young Prospect
4297,Josh Koscheck,Pete Spratt,Steve Mazzagatti,8/6/2005,"Las Vegas, Nevada, USA",Red,False,Welterweight,4,0,1,0,1,2,1,0,0,0,2,Orthodox,170,1,0,1,0,1,1,0,0,0,1,0,Orthodox,170,34.0,27.0,Young Prospect,Experienced
4298,Mike Swick,Gideon Ray,Herb Dean,8/6/2005,"Las Vegas, Nevada, USA",Red,False,Middleweight,1,0,0,1,0,0,1,0,0,0,0,Southpaw,185,1,0,1,0,1,1,0,0,0,1,0,Orthodox,170,32.0,26.0,Young Prospect,Experienced
4299,Chris Leben,Patrick Cote,Herb Dean,8/6/2005,"Las Vegas, Nevada, USA",Red,False,Middleweight,6,0,0,2,0,0,2,0,0,0,0,Orthodox,170,1,0,1,0,1,1,0,0,0,1,0,Southpaw,185,25.0,25.0,Young Prospect,Young Prospect
4300,Nate Marquardt,Ivan Salaverry,John McCarthy,8/6/2005,"Las Vegas, Nevada, USA",Red,False,Middleweight,8,0,1,0,2,3,1,0,0,1,2,Orthodox,185,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185,34.0,26.0,Young Prospect,Experienced
4301,Stephan Bonnar,Sam Hoger,John McCarthy,8/6/2005,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight,3,0,1,0,1,1,0,0,1,0,0,Orthodox,205,3,1,0,1,0,0,1,0,0,0,0,Orthodox,205,25.0,28.0,Experienced,Young Prospect
4302,Rich Franklin,Evan Tanner,Herb Dean,6/4/2005,"Atlantic City, New Jersey, USA",Red,True,Middleweight,17,2,3,0,4,10,2,0,2,4,3,Orthodox,185,6,0,4,0,4,4,0,0,0,3,1,Southpaw,185,34.0,30.0,Experienced,Experienced
4303,Nick Diaz,Koji Oishi,Mario Yamasaki,6/4/2005,"Atlantic City, New Jersey, USA",Red,False,Welterweight,3,0,0,1,0,0,1,0,0,0,0,Orthodox,170,9,0,2,0,2,3,1,0,0,2,1,Southpaw,185,28.0,21.0,Young Prospect,Experienced
4304,Karo Parisyan,Matt Serra,Mario Yamasaki,6/4/2005,"Atlantic City, New Jersey, USA",Red,False,Welterweight,19,0,0,1,2,4,3,0,2,0,1,Orthodox,170,10,0,1,0,2,3,1,0,1,0,1,Orthodox,170,31.0,22.0,Young Prospect,Experienced
4305,Nate Quarry,Shonie Carter,Mario Yamasaki,6/4/2005,"Atlantic City, New Jersey, USA",Red,False,Middleweight,9,0,3,0,3,3,1,0,2,1,0,Southpaw,170,1,0,1,0,1,1,0,0,0,1,0,Open Stance,185,33.0,33.0,Experienced,Experienced
4306,Andrei Arlovski,Justin Eilers,John McCarthy,6/4/2005,"Atlantic City, New Jersey, USA",Red,True,Heavyweight,2,0,1,0,1,1,1,0,0,1,0,Orthodox,235,12,1,1,0,4,5,2,0,0,3,2,Orthodox,240,26.0,26.0,Young Prospect,Young Prospect
4307,Matt Hughes,Frank Trigg,Mario Yamasaki,4/16/2005,"Las Vegas, Nevada, USA",Red,True,Welterweight,4,1,0,1,2,2,1,0,0,2,0,Southpaw,170,27,8,2,0,6,10,2,0,3,3,2,Switch,170,32.0,31.0,Experienced,Experienced
4308,Joe Doerksen,Patrick Cote,Herb Dean,4/16/2005,"Las Vegas, Nevada, USA",Red,False,Middleweight,3,0,0,1,0,0,1,0,0,0,0,Orthodox,170,2,0,0,1,0,0,1,0,0,0,0,Orthodox,185,25.0,27.0,Young Prospect,Young Prospect
4309,Chuck Liddell,Randy Couture,John McCarthy,4/16/2005,"Las Vegas, Nevada, USA",Red,True,LightHeavyweight,36,11,7,0,7,10,3,0,2,5,1,Orthodox,205,23,1,1,0,7,10,2,0,5,4,0,Orthodox,205,41.0,35.0,Experienced,Veteran
4310,Matt Lindland,Travis Lutter,Steve Mazzagatti,4/16/2005,"Las Vegas, Nevada, USA",Red,False,Middleweight,2,0,1,0,1,1,0,0,0,1,0,Orthodox,185,22,1,4,0,4,7,3,0,2,3,0,Southpaw,185,31.0,34.0,Experienced,Experienced
4311,Renato Sobral,Travis Wiuff,Herb Dean,4/16/2005,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight,1,0,0,1,0,0,1,0,0,0,0,Orthodox,205,10,0,1,0,1,2,2,0,1,0,0,Orthodox,205,27.0,29.0,Experienced,Young Prospect
4312,Ivan Salaverry,Joe Riggs,Mario Yamasaki,4/16/2005,"Las Vegas, Nevada, USA",Red,False,Middleweight,2,0,1,0,1,1,0,0,0,1,0,Southpaw,185,7,0,1,0,1,2,1,0,0,1,1,Orthodox,185,22.0,34.0,Experienced,Young Prospect
4313,Rich Franklin,Ken Shamrock,John McCarthy,4/9/2005,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight,16,1,2,0,2,6,4,0,0,2,4,Orthodox,205,5,0,3,0,3,3,0,0,0,2,1,Southpaw,185,41.0,30.0,Experienced,Veteran
4314,Evan Tanner,David Terrell,Herb Dean,2/5/2005,"Las Vegas, Nevada, USA",Red,True,Middleweight,1,0,1,0,1,1,0,0,0,1,0,Southpaw,185,16,1,3,0,3,9,2,0,2,3,3,Orthodox,185,27.0,33.0,Experienced,Young Prospect
4315,Paul Buentello,Justin Eilers,Steve Mazzagatti,2/5/2005,"Las Vegas, Nevada, USA",Red,False,Heavyweight,1,0,1,0,1,1,0,0,0,1,0,Orthodox,235,0,0,0,0,0,0,0,0,0,0,0,Orthodox,245,26.0,31.0,Experienced,Young Prospect
4316,Andrei Arlovski,Tim Sylvia,John McCarthy,2/5/2005,"Las Vegas, Nevada, USA",Red,True,Heavyweight,5,3,3,0,3,3,1,0,0,3,0,Orthodox,265,11,0,1,0,3,4,2,0,0,3,1,Orthodox,240,28.0,26.0,Young Prospect,Experienced
4317,Karo Parisyan,Chris Lytle,Mario Yamasaki,2/5/2005,"Las Vegas, Nevada, USA",Red,False,Welterweight,9,0,0,2,2,2,2,0,0,0,2,Orthodox,170,7,0,1,0,1,2,1,0,0,0,1,Orthodox,170,30.0,22.0,Young Prospect,Experienced
4318,Pete Sell,Phil Baroni,Mario Yamasaki,2/5/2005,"Las Vegas, Nevada, USA",Red,False,Middleweight,14,0,1,0,2,3,4,0,1,2,0,Orthodox,170,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170,28.0,22.0,Young Prospect,Experienced
4319,Tito Ortiz,Vitor Belfort,John McCarthy,2/5/2005,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight,14,2,3,0,3,7,3,0,0,5,1,Southpaw,185,35,9,1,0,6,10,4,0,3,5,1,Orthodox,205,27.0,30.0,Experienced,Young Prospect
4320,Frank Trigg,Renato Verissimo,Herb Dean,10/22/2004,"Atlantic City, New Jersey, USA",Red,False,Welterweight,6,0,1,0,1,1,1,0,1,0,0,Orthodox,170,2,1,0,1,1,1,1,0,0,1,0,Southpaw,170,31.0,32.0,Experienced,Experienced
4321,Matt Hughes,Georges St-Pierre,John McCarthy,10/22/2004,"Atlantic City, New Jersey, USA",Red,True,Welterweight,4,0,2,0,2,2,0,0,1,1,0,Orthodox,185,26,7,2,0,6,9,2,0,3,3,1,Switch,170,23.0,31.0,Experienced,Young Prospect
4322,Evan Tanner,Robbie Lawler,John McCarthy,10/22/2004,"Atlantic City, New Jersey, USA",Red,False,Middleweight,13,0,3,0,3,4,2,0,2,2,0,Southpaw,170,15,1,3,0,3,8,2,0,2,3,2,Orthodox,185,22.0,33.0,Experienced,Young Prospect
4323,Travis Lutter,Marvin Eastman,Mario Yamasaki,10/22/2004,"Atlantic City, New Jersey, USA",Red,False,LightHeavyweight,1,0,0,1,0,0,1,0,0,0,0,Orthodox,185,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185,33.0,31.0,Experienced,Experienced
4324,Rich Franklin,Jorge Rivera,Mario Yamasaki,10/22/2004,"Atlantic City, New Jersey, USA",Red,False,Middleweight,4,0,1,0,1,1,1,0,1,0,0,Orthodox,185,2,0,2,0,2,2,0,0,0,2,0,Southpaw,185,32.0,30.0,Experienced,Experienced
4325,Ivan Salaverry,Tony Fryklund,Herb Dean,10/22/2004,"Atlantic City, New Jersey, USA",Red,False,Middleweight,4,1,1,0,1,2,1,0,0,1,1,Orthodox,185,6,0,1,0,1,1,1,0,0,1,0,Orthodox,185,33.0,33.0,Experienced,Experienced
4326,Justin Eilers,Mike Kyle,John McCarthy,8/21/2004,"Las Vegas, Nevada, USA",Red,False,Heavyweight,1,0,1,0,1,1,0,0,0,1,0,Orthodox,205,0,0,0,0,0,0,0,0,0,0,0,Orthodox,235,24.0,26.0,Young Prospect,Young Prospect
4327,Karo Parisyan,Nick Diaz,Mario Yamasaki,8/21/2004,"Las Vegas, Nevada, USA",Red,False,Welterweight,5,0,2,0,2,2,0,0,0,1,1,Southpaw,185,4,0,1,0,1,1,1,0,0,0,1,Orthodox,170,21.0,21.0,Young Prospect,Young Prospect
4328,David Terrell,Matt Lindland,Herb Dean,8/21/2004,"Las Vegas, Nevada, USA",Red,False,Middleweight,21,1,4,0,4,7,2,0,2,3,0,Southpaw,185,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185,34.0,26.0,Young Prospect,Experienced
4329,Yves Edwards,Josh Thomson,Steve Mazzagatti,8/21/2004,"Las Vegas, Nevada, USA",Red,False,Lightweight,4,0,2,0,2,2,0,0,0,1,0,Orthodox,155,18,0,0,2,5,5,2,0,1,2,1,Southpaw,155,25.0,27.0,Young Prospect,Young Prospect
4330,Randy Couture,Vitor Belfort,John McCarthy,8/21/2004,"Las Vegas, Nevada, USA",Red,True,LightHeavyweight,11,1,3,0,3,7,2,0,0,5,1,Southpaw,185,33,10,7,0,7,9,3,0,2,5,1,Orthodox,205,27.0,41.0,Veteran,Young Prospect
4331,Chuck Liddell,Vernon White,Mario Yamasaki,8/21/2004,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight,3,0,0,1,0,0,1,0,0,0,0,Southpaw,205,22,1,1,0,7,9,2,0,5,3,0,Orthodox,205,32.0,34.0,Experienced,Experienced
4332,Matt Hughes,Renato Verissimo,Steve Mazzagatti,6/19/2004,"Las Vegas, Nevada, USA",Red,False,Welterweight,3,0,1,0,1,1,0,0,1,0,0,Orthodox,170,23,7,2,0,6,8,2,0,2,3,1,Switch,170,30.0,30.0,Experienced,Experienced
4333,Evan Tanner,Phil Baroni,John McCarthy,6/19/2004,"Las Vegas, Nevada, USA",Red,False,Middleweight,11,0,1,0,2,3,3,0,1,2,0,Orthodox,170,12,1,3,0,3,7,2,0,1,3,2,Orthodox,185,28.0,33.0,Experienced,Experienced
4334,Trevor Prangley,Curtis Stout,Herb Dean,6/19/2004,"Las Vegas, Nevada, USA",Red,False,Middleweight,2,0,0,1,0,0,1,0,0,0,0,Southpaw,185,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185,30.0,31.0,Experienced,Experienced
4335,Frank Mir,Tim Sylvia,Herb Dean,6/19/2004,"Las Vegas, Nevada, USA",Red,True,Heavyweight,4,2,3,0,3,3,0,0,0,3,0,Orthodox,265,7,0,2,0,3,5,1,0,0,1,3,Southpaw,264,28.0,25.0,Young Prospect,Experienced
4336,Frank Trigg,Dennis Hallman,Mario Yamasaki,6/19/2004,"Las Vegas, Nevada, USA",Red,False,Welterweight,6,1,1,0,1,1,1,0,0,0,1,Orthodox,155,1,1,0,1,0,0,1,0,0,0,0,Southpaw,170,28.0,32.0,Experienced,Experienced
4337,Ken Shamrock,Kimo Leopoldo,John McCarthy,6/19/2004,"Las Vegas, Nevada, USA",Red,False,Heavyweight,6,0,0,2,1,2,3,0,0,1,1,Orthodox,235,15,1,2,0,2,5,4,0,0,1,4,Orthodox,205,36.0,40.0,Veteran,Experienced
4338,Mike Kyle,Wes Sims,John McCarthy,4/2/2004,"Las Vegas, Nevada, USA",Red,False,Heavyweight,3,0,0,2,0,0,2,0,0,0,0,Orthodox,260,0,0,0,0,0,0,0,0,0,0,0,Orthodox,205,24.0,24.0,Young Prospect,Young Prospect
4339,Andrei Arlovski,Wesley Correira,Mario Yamasaki,4/2/2004,"Las Vegas, Nevada, USA",Red,False,Heavyweight,5,0,0,1,2,2,1,0,0,1,0,Orthodox,260,9,0,1,0,2,3,2,0,0,2,1,Orthodox,240,25.0,25.0,Young Prospect,Young Prospect
4340,Yves Edwards,Hermes Franca,Herb Dean,4/2/2004,"Las Vegas, Nevada, USA",Red,False,Lightweight,8,0,2,0,2,2,1,0,1,1,0,Orthodox,155,15,0,0,2,4,4,2,0,1,2,1,Southpaw,155,29.0,27.0,Young Prospect,Experienced
4341,Chris Lytle,Tiki Ghosn,Mario Yamasaki,4/2/2004,"Las Vegas, Nevada, USA",Red,False,Welterweight,5,0,0,3,0,0,3,0,0,0,0,Orthodox,170,5,0,0,2,0,0,2,0,0,0,0,Orthodox,170,27.0,29.0,Experienced,Young Prospect
4342,Nick Diaz,Robbie Lawler,Steve Mazzagatti,4/2/2004,"Las Vegas, Nevada, USA",Red,False,Welterweight,11,0,3,0,3,4,1,0,2,2,0,Southpaw,170,3,0,1,0,1,1,0,0,0,0,1,Southpaw,185,22.0,20.0,Young Prospect,Young Prospect
4343,Chuck Liddell,Tito Ortiz,John McCarthy,4/2/2004,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight,30,9,1,0,6,9,3,0,2,5,1,Orthodox,205,20,1,1,0,7,8,2,0,5,2,0,Orthodox,205,29.0,34.0,Experienced,Experienced
4344,Vitor Belfort,Randy Couture,John McCarthy,1/31/2004,"Las Vegas, Nevada, USA",Red,True,LightHeavyweight,32,9,7,0,7,9,2,0,2,5,1,Orthodox,205,10,0,3,0,3,6,2,0,0,5,1,Southpaw,185,40.0,26.0,Young Prospect,Veteran
4345,Georges St-Pierre,Karo Parisyan,Steve Mazzagatti,1/31/2004,"Las Vegas, Nevada, USA",Red,False,Welterweight,1,0,1,0,1,1,0,0,0,0,1,Orthodox,170,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185,21.0,22.0,Young Prospect,Young Prospect
4346,Josh Thomson,Hermes Franca,Larry Landless,1/31/2004,"Las Vegas, Nevada, USA",Red,False,Lightweight,5,0,2,0,2,2,0,0,1,1,0,Orthodox,155,1,0,1,0,1,1,0,0,0,1,0,Orthodox,155,29.0,25.0,Young Prospect,Experienced
4347,Renato Verissimo,Carlos Newton,Larry Landless,1/31/2004,"Las Vegas, Nevada, USA",Red,False,Welterweight,13,4,1,0,1,3,3,0,0,0,3,Orthodox,170,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170,27.0,30.0,Experienced,Young Prospect
4348,Lee Murray,Jorge Rivera,Mario Yamasaki,1/31/2004,"Las Vegas, Nevada, USA",Red,False,Middleweight,3,0,1,0,1,1,0,0,1,0,0,Orthodox,185,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185,31.0,26.0,Young Prospect,Experienced
4349,BJ Penn,Matt Hughes,Mario Yamasaki,1/31/2004,"Las Vegas, Nevada, USA",Red,True,Welterweight,22,6,2,0,6,8,1,0,2,3,1,Switch,170,18,2,3,0,3,5,2,0,1,4,0,Orthodox,155,30.0,25.0,Young Prospect,Experienced
4350,Frank Mir,Wes Sims,John McCarthy,1/31/2004,"Las Vegas, Nevada, USA",Red,False,Heavyweight,1,0,0,1,0,0,1,0,0,0,0,Orthodox,260,5,0,2,0,2,4,1,0,0,0,3,Southpaw,264,24.0,24.0,Young Prospect,Young Prospect
4351,Evan Tanner,Phil Baroni,Larry Landless,11/21/2003,"Uncasville, Connecticut, USA",Red,False,Middleweight,10,0,1,0,2,3,2,0,1,2,0,Orthodox,170,11,1,3,0,3,6,2,0,1,2,2,Orthodox,185,27.0,32.0,Experienced,Young Prospect
4352,Robbie Lawler,Chris Lytle,John McCarthy,11/21/2003,"Uncasville, Connecticut, USA",Red,False,Welterweight,2,0,0,1,0,0,1,0,0,0,0,Orthodox,170,8,0,3,0,3,3,1,0,1,2,0,Southpaw,170,29.0,21.0,Young Prospect,Experienced
4353,Matt Lindland,Falaniko Vitale,Larry Landless,11/21/2003,"Uncasville, Connecticut, USA",Red,False,Middleweight,1,0,1,0,1,1,0,0,0,1,0,Orthodox,185,18,1,4,0,4,6,2,0,2,2,0,Southpaw,185,29.0,33.0,Experienced,Experienced
4354,Wesley Correira,David Abbott,John McCarthy,11/21/2003,"Uncasville, Connecticut, USA",Red,False,Heavyweight,19,3,2,0,2,8,9,0,1,5,2,Switch,265,4,0,0,1,1,1,1,0,0,1,0,Orthodox,260,,25.0,Young Prospect,nan
4355,Pedro Rizzo,Ricco Rodriguez,Larry Landless,11/21/2003,"Uncasville, Connecticut, USA",Red,False,Heavyweight,16,2,5,0,5,5,1,0,0,5,0,Orthodox,265,32,3,4,0,4,8,5,0,0,6,0,Orthodox,241,26.0,29.0,Experienced,Young Prospect
4356,Andrei Arlovski,Vladimir Matyushenko,Larry Landless,9/26/2003,"Las Vegas, Nevada, USA",Red,False,Heavyweight,12,1,1,0,2,3,1,0,2,1,0,Orthodox,205,8,0,1,0,1,2,2,0,0,1,1,Orthodox,240,32.0,24.0,Young Prospect,Experienced
4357,Jorge Rivera,David Loiseau,Larry Landless,9/26/2003,"Las Vegas, Nevada, USA",Red,False,Middleweight,1,0,1,0,1,1,0,0,0,1,0,Orthodox,185,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185,23.0,31.0,Experienced,Young Prospect
4358,Tim Sylvia,Gan McGee,John McCarthy,9/26/2003,"Las Vegas, Nevada, USA",Red,True,Heavyweight,4,0,0,1,2,2,1,0,0,2,0,Orthodox,265,3,1,2,0,2,2,0,0,0,2,0,Orthodox,265,26.0,27.0,Young Prospect,Young Prospect
4359,Randy Couture,Tito Ortiz,John McCarthy,9/26/2003,"Las Vegas, Nevada, USA",Red,True,LightHeavyweight,25,8,1,0,6,9,2,0,2,5,1,Orthodox,205,27,8,7,0,7,8,2,0,1,5,1,Orthodox,205,28.0,40.0,Veteran,Experienced
4360,Karo Parisyan,Dave Strasser,Steve Mazzagatti,9/26/2003,"Las Vegas, Nevada, USA",Red,False,Welterweight,3,0,1,0,1,1,0,0,1,0,0,Orthodox,170,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170,34.0,21.0,Young Prospect,Experienced
4361,Hermes Franca,Caol Uno,Sean Brockmole,9/26/2003,"Las Vegas, Nevada, USA",Red,False,Lightweight,18,2,0,1,2,3,3,0,2,1,0,Southpaw,155,3,0,1,0,1,1,0,0,1,0,0,Orthodox,155,28.0,29.0,Experienced,Experienced
4362,Falaniko Vitale,Matt Lindland,John McCarthy,6/6/2003,"Las Vegas, Nevada, USA",Red,False,Middleweight,17,1,4,0,4,6,1,0,2,2,0,Southpaw,185,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185,33.0,28.0,Experienced,Experienced
4363,Pedro Rizzo,Tra Telligman,Larry Landless,6/6/2003,"Las Vegas, Nevada, USA",Red,False,Heavyweight,3,0,0,1,1,1,2,0,0,0,1,Orthodox,233,30,3,4,0,4,7,5,0,0,6,0,Orthodox,241,38.0,29.0,Experienced,Veteran
4364,Randy Couture,Chuck Liddell,John McCarthy,6/6/2003,"Las Vegas, Nevada, USA",Red,True,LightHeavyweight,17,0,1,0,7,8,1,0,5,2,0,Orthodox,205,24,7,7,0,7,7,2,0,1,4,1,Orthodox,205,33.0,39.0,Veteran,Experienced
4365,Kimo Leopoldo,David Abbott,Larry Landless,6/6/2003,"Las Vegas, Nevada, USA",Red,False,Heavyweight,18,3,2,0,2,8,8,0,1,5,2,Switch,265,5,0,0,2,1,1,3,0,0,1,0,Orthodox,235,,35.0,Experienced,nan
4366,Vernon White,Ian Freeman,Larry Landless,6/6/2003,"Las Vegas, Nevada, USA",Draw,False,Heavyweight,8,0,0,1,3,3,2,0,1,2,0,Orthodox,225,0,0,0,0,0,0,0,0,0,0,0,Southpaw,205,36.0,31.0,Experienced,Experienced
4367,Pete Spratt,Robbie Lawler,John McCarthy,4/25/2003,"Miami, Florida, USA",Red,False,Welterweight,6,0,3,0,3,3,0,0,1,2,0,Southpaw,170,2,0,1,0,1,1,1,0,0,0,1,Orthodox,170,21.0,32.0,Experienced,Young Prospect
4368,Rich Franklin,Evan Tanner,Larry Landless,4/25/2003,"Miami, Florida, USA",Red,False,LightHeavyweight,10,1,3,0,3,6,1,0,1,2,2,Orthodox,185,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185,32.0,28.0,Experienced,Experienced
4369,David Loiseau,Mark Weir,John McCarthy,4/25/2003,"Miami, Florida, USA",Red,False,Middleweight,3,0,1,0,1,1,1,0,0,1,0,Southpaw,185,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185,35.0,23.0,Young Prospect,Experienced
4370,Matt Hughes,Sean Sherk,John McCarthy,4/25/2003,"Miami, Florida, USA",Red,True,Welterweight,6,0,3,0,3,3,0,0,1,0,1,Orthodox,155,16,4,2,0,4,6,1,0,1,3,0,Switch,170,29.0,29.0,Experienced,Experienced
4371,Duane Ludwig,Genki Sudo,John McCarthy,4/25/2003,"Miami, Florida, USA",Red,False,Lightweight,2,0,1,0,1,1,0,0,0,0,1,Orthodox,155,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170,25.0,24.0,Young Prospect,Young Prospect
4372,Tim Sylvia,Ricco Rodriguez,John McCarthy,2/28/2003,"Atlantic City, New Jersey, USA",Red,True,Heavyweight,15,1,5,0,5,5,0,0,0,5,0,Orthodox,265,2,0,1,0,1,1,0,0,0,1,0,Orthodox,265,25.0,26.0,Young Prospect,Young Prospect
