R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,B_avg_KD,B_avg_opp_KD,B_total_time_fought(seconds),B_total_rounds_fought,B_total_title_bouts,B_current_win_streak,B_current_lose_streak,B_longest_win_streak,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Stance,B_Height_cms,B_Weight_lbs,R_avg_KD,R_avg_opp_KD,R_total_time_fought(seconds),R_total_rounds_fought,R_total_title_bouts,R_current_win_streak,R_current_lose_streak,R_longest_win_streak,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Stance,R_Height_cms,R_Weight_lbs,B_age,R_age
Rich Clementi,Sam Stout,Yves Lavigne,4/19/2008,"Montreal, Quebec, Canada",Red,FALSE,Lightweight,0,0,800.75,10,0,1,0,1,2,2,0,0,1,1,0,0,0,Orthodox,175.26,155,0,0.3125,452.625,13,0,0,2,2,3,3,0,0,0,0,0,3,0,Southpaw,175.26,155,23,32
Jonathan Goulet,Kuniyoshi Hironaka,Dan Miragliotta,4/19/2008,"Montreal, Quebec, Canada",Red,FALSE,Welterweight,0,0,722,8,0,0,1,1,1,2,0,0,0,1,0,0,0,Orthodox,177.8,168,0,0.28125,267.96875,10,0,1,0,1,3,3,0,1,0,0,0,1,1,Orthodox,182.88,170,31,28
Matt Hamill,Tim Boetsch,Adam Martinez,4/2/2008,"Broomfield, Colorado, USA",Red,FALSE,LightHeavyweight,0,0,292,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Orthodox,182.88,185,0,0.125,658.375,8,0,3,0,3,3,1,0,0,0,1,2,0,0,Orthodox,185.42,205,27,31
James Irvin,Houston Alexander,Steve Mazzagatti,4/2/2008,"Broomfield, Colorado, USA",Red,FALSE,LightHeavyweight,0.75,0,129.75,3,0,2,0,2,2,1,0,0,0,0,2,0,0,Orthodox,182.88,205,0.15625,0.03125,159.125,8,0,0,1,1,3,3,0,0,0,0,2,0,0,Orthodox,187.96,205,36,29
Thiago Alves,Karo Parisyan,Steve Mazzagatti,4/2/2008,"Broomfield, Colorado, USA",Red,FALSE,Welterweight,0,0.015625,879.4453125,26,0,1,0,4,8,2,0,0,1,5,1,1,0,Orthodox,177.8,170,0.765625,0.03125,564.9375,15,0,0,1,4,6,2,0,0,0,1,4,0,1,Orthodox,175.26,170,25,24
Kenny Florian,Joe Lauzon,Herb Dean,4/2/2008,"Broomfield, Colorado, USA",Red,FALSE,Lightweight,0.25,0,156.25,4,0,3,0,3,3,0,0,0,0,0,1,2,0,Orthodox,177.8,155,0,0,414.9609375,16,2,0,1,3,6,2,0,0,0,0,1,4,1,Southpaw,177.8,145,23,31
Gray Maynard,Frankie Edgar,Adam Martinez,4/2/2008,"Broomfield, Colorado, USA",Red,FALSE,Lightweight,0,0,748.75,7,0,3,0,3,3,0,0,0,0,2,1,0,0,Orthodox,167.64000000000001,135,0.75,0,537,6,0,0,1,2,2,1,0,0,0,1,1,0,0,Orthodox,175.26,155,26,28
Nate Diaz,Kurt Pellegrino,Herb Dean,4/2/2008,"Broomfield, Colorado, USA",Red,FALSE,Lightweight,0,0.5,505,10,0,0,1,2,3,2,0,0,0,0,1,2,0,Orthodox,172.72,155,0.25,0,252,4,1,3,0,3,3,0,0,0,0,0,0,3,0,Southpaw,182.88,170,28,22
Josh Neer,Din Thomas,Herb Dean,4/2/2008,"Broomfield, Colorado, USA",Red,FALSE,Lightweight,0.0625,0.0078125,445.171875,18,0,0,1,4,5,3,0,0,1,2,0,2,0,Orthodox,175.26,155,0.125,0.25,710.6875,11,0,0,1,2,2,3,0,0,0,1,0,1,0,Orthodox,180.34,170,31,25
Manvel Gamburyan,Jeff Cox,Steve Mazzagatti,4/2/2008,"Broomfield, Colorado, USA",Red,FALSE,Lightweight,0,0,112,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,177.8,155,0,0,205.5,3,1,0,1,1,1,1,0,0,0,0,0,1,0,Orthodox,165.1,135,39,26
Anthony Johnson,Tommy Speer,Tim Mills,4/2/2008,"Broomfield, Colorado, USA",Red,FALSE,Welterweight,0,0,121,1,1,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,177.8,170,1,0,249,3,0,1,0,1,1,1,0,0,0,0,1,0,0,Orthodox,187.96,205,23,24
George Sotiropoulos,Roman Mitichyan,Adam Martinez,4/2/2008,"Broomfield, Colorado, USA",Red,FALSE,Welterweight,0,0,23,1,0,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,177.8,170,0,0,96,1,0,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,177.8,155,29,30
Josh Koscheck,Dustin Hazelett,Herb Dean,3/1/2008,"Columbus, Ohio, USA",Red,FALSE,Welterweight,0,0,221.875,6,0,0,1,3,3,1,0,0,0,1,0,2,0,Orthodox,185.42,170,0.0625,0.0078125,842.7578125,19,0,2,0,5,7,2,0,0,0,3,2,2,0,Orthodox,177.8,170,21,30
Luigi Fioravanti,Luke Cummo,Dan Miragliotta,3/1/2008,"Columbus, Ohio, USA",Red,FALSE,Welterweight,1,0,393.75,12,1,0,1,2,3,2,0,0,0,1,2,0,0,Orthodox,182.88,170,0.1875,0,678.9375,10,0,0,1,2,2,3,0,0,0,0,2,0,0,Orthodox,172.72,170,27,27
Chris Leben,Alessio Sakara,Herb Dean,3/1/2008,"Columbus, Ohio, USA",Red,FALSE,Middleweight,0.015625,0.3125,111.96875,10,0,0,1,1,3,4,0,0,0,1,2,0,0,Orthodox,182.88,185,0.5703125,0.0625,750.9667969,20,0,5,0,5,7,3,0,0,1,1,4,1,0,Southpaw,180.34,185,26,27
Heath Herring,Cheick Kongo,Dan Miragliotta,3/1/2008,"Columbus, Ohio, USA",Red,FALSE,Heavyweight,0.0625,0,814,11,0,2,0,2,4,1,0,1,0,1,1,0,1,Orthodox,193.04,240,1.25,0,900,9,0,0,1,1,1,2,0,0,0,1,0,0,0,Orthodox,193.04,250,32,29
Andrei Arlovski,Jake O'Brien,Mark Matheny,3/1/2008,"Columbus, Ohio, USA",Red,FALSE,Heavyweight,0,0.5,763,8,0,3,0,3,3,0,0,0,0,2,1,0,0,Orthodox,190.5,205,0.610351563,0.062988281,703.4775391,24,5,1,0,6,9,4,0,0,0,1,6,2,0,Orthodox,190.5,240,23,29
Anderson Silva,Dan Henderson,Herb Dean,3/1/2008,"Columbus, Ohio, USA",Red,TRUE,Middleweight,0.25,1.25,1200,9,2,2,0,2,2,1,0,0,1,1,0,0,0,Orthodox,180.34,185,1.9375,0,324.125,7,3,5,0,5,5,0,0,0,0,0,4,1,0,Southpaw,187.96,185,37,32
Yushin Okami,Evan Tanner,Mark Matheny,3/1/2008,"Columbus, Ohio, USA",Red,FALSE,Middleweight,0.125,0.01953125,414.52899169921875,24,3,3,0,4,11,4,0,0,0,2,4,4,1,Orthodox,182.88,185,0,0,890.1875,18,0,4,0,4,5,1,0,0,0,3,2,0,0,Southpaw,187.96,170,37,26
Jorge Gurgel,John Halverson,Dan Miragliotta,3/1/2008,"Columbus, Ohio, USA",Red,FALSE,Lightweight,0,0,19,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Southpaw,175.26,155,0,0,900,12,0,0,1,2,2,2,0,0,1,1,0,0,0,Orthodox,170.18,155,35,31
Nate Marquardt,Jeremy Horn,Yves Lavigne,2/2/2008,"Las Vegas, Nevada, USA",Red,FALSE,Middleweight,0,0.25,575.3417969,17,2,0,2,4,6,4,0,0,0,1,1,4,0,Orthodox,185.42,185,1,0.5625,529.25,12,1,4,0,4,4,1,0,0,0,3,0,1,0,Orthodox,182.88,185,32,28
Antonio Rodrigo Nogueira,Tim Sylvia,Herb Dean,2/2/2008,"Las Vegas, Nevada, USA",Red,TRUE,Heavyweight,0.040527344,0.28515625,1128.423828,29,8,3,0,5,9,3,0,0,0,4,5,0,0,Orthodox,203.2,265,0,1,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,190.5,240,31,31
Marvin Eastman,Terry Martin,Yves Lavigne,2/2/2008,"Las Vegas, Nevada, USA",Red,FALSE,Middleweight,0.125,0.5625,498.625,9,0,0,2,2,2,3,0,0,0,0,2,0,0,Orthodox,172.72,185,0,1,364.5,5,0,0,3,0,0,3,0,0,0,0,0,0,0,Orthodox,175.26,185,27,36
Tim Boetsch,David Heath,Herb Dean,2/2/2008,"Las Vegas, Nevada, USA",Red,FALSE,LightHeavyweight,0,0.25,611.5,9,0,2,0,2,2,2,0,0,1,0,0,1,0,Orthodox,180.34,205,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185,31,27
Tyson Griffin,Gleison Tibau,Steve Mazzagatti,2/2/2008,"Las Vegas, Nevada, USA",Red,FALSE,Lightweight,0,0,646.375,9,0,0,1,3,3,1,0,0,0,2,0,1,0,Southpaw,177.8,155,0,0,801.25,10,0,1,0,2,3,1,0,0,1,1,0,1,0,Orthodox,167.64000000000001,145,24,23
Rob Emerson,Keita Nakamura,Steve Mazzagatti,2/2/2008,"Las Vegas, Nevada, USA",Red,FALSE,Lightweight,0,0,900,6,0,0,2,0,0,2,0,0,0,0,0,0,0,Southpaw,180.34,170,0,0,339,2,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,175.26,155,23,26
Patrick Cote,Drew McFedries,Herb Dean,1/23/2008,"Las Vegas, Nevada, USA",Red,FALSE,Middleweight,1,0,139.75,3,0,1,0,1,2,1,0,0,0,0,2,0,0,Southpaw,182.88,185,0.5625,0,492.71875,14,1,0,4,2,2,4,0,0,0,1,1,0,0,Orthodox,180.34,170,29,27
Nate Diaz,Alvin Robinson,Steve Mazzagatti,1/23/2008,"Las Vegas, Nevada, USA",Red,FALSE,Lightweight,0,0,585,4,0,0,1,1,1,1,0,0,0,1,0,0,0,Southpaw,175.26,155,0.5,0,285,3,1,2,0,2,2,0,0,0,0,0,0,2,0,Southpaw,182.88,170,25,22
Kurt Pellegrino,Alberto Crane,Herb Dean,1/23/2008,"Las Vegas, Nevada, USA",Red,FALSE,Lightweight,0,0,710,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,165.1,155,0,0,595,8,0,0,1,2,2,2,0,0,0,0,0,2,0,Orthodox,172.72,155,31,28
Thiago Tavares,Michihiro Omigawa,Josh Rosenthal,1/23/2008,"Las Vegas, Nevada, USA",Red,FALSE,Lightweight,0,0,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,167.64000000000001,145,0,0,792.25,8,0,2,0,2,2,1,0,0,0,1,0,1,0,Orthodox,170.18,145,32,23
Gray Maynard,Dennis Siver,Josh Rosenthal,1/23/2008,"Las Vegas, Nevada, USA",Red,FALSE,Lightweight,0.5,0,252.5,3,0,0,1,1,1,1,0,0,0,0,1,0,0,Orthodox,167.64000000000001,145,0.5,0,174,3,0,0,1,1,1,1,0,0,0,0,1,0,0,Orthodox,175.26,155,29,28
Corey Hill,Joe Veres,Herb Dean,1/23/2008,"Las Vegas, Nevada, USA",Red,FALSE,Lightweight,0,1,9,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,170.18,155,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,155,30,29
Jeremy Stephens,Cole Miller,Steve Mazzagatti,1/23/2008,"Las Vegas, Nevada, USA",Red,FALSE,Lightweight,0.5,0,485,4,0,2,0,2,2,0,0,0,0,1,1,0,0,Orthodox,185.42,145,0,0,682,5,0,0,1,1,1,1,0,0,0,1,0,0,0,Orthodox,175.26,145,23,21
Mike Swick,Joshua Burkman,Steve Mazzagatti,1/23/2008,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,0.5625,0.03125,863.78125,16,0,2,0,2,5,2,0,0,1,2,1,1,0,Orthodox,177.8,170,0.0625,0,701.75,10,0,5,0,5,5,1,0,0,0,1,2,2,0,Orthodox,185.42,170,27,28
Marcus Davis,Jess Liaudin,Mario Yamasaki,1/19/2008,"Newcastle, England, United Kingdom",Red,FALSE,Welterweight,1,0,165.5,2,0,2,0,2,2,0,0,0,0,0,1,1,0,Orthodox,175.26,170,0.3125,0.5,285.78125,10,0,0,1,5,5,1,0,0,0,1,1,3,0,Southpaw,177.8,170,,34
BJ Penn,Joe Stevenson,Herb Dean,1/19/2008,"Newcastle, England, United Kingdom",Red,TRUE,Lightweight,0,0.09375,566.375,13,1,1,0,4,5,1,0,0,0,2,0,2,1,Orthodox,170.18,145,0.002929688,0,655.3837891,27,4,3,0,3,7,4,0,0,0,1,4,2,0,Orthodox,175.26,155,25,29
Antoni Hardonk,Colin Robinson,Mario Yamasaki,1/19/2008,"Newcastle, England, United Kingdom",Red,FALSE,Heavyweight,0,0,332,2,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,193.04,243,0.25,0,312.25,5,0,1,0,1,1,2,0,0,0,0,1,0,0,Orthodox,193.04,245,39,31
Fabricio Werdum,Gabriel Gonzaga,Dan Miragliotta,1/19/2008,"Newcastle, England, United Kingdom",Red,FALSE,Heavyweight,0.375,0,521.6875,10,1,4,0,4,4,1,0,0,0,0,3,1,0,Orthodox,187.96,242,0,1,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,193.04,231,28,30
Paul Kelly,Paul Taylor,Herb Dean,1/19/2008,"Newcastle, England, United Kingdom",Red,FALSE,Welterweight,1,0,445.5,4,0,1,0,1,1,1,0,0,0,0,1,0,0,Orthodox,182.88,155,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,155,28,23
Jorge Rivera,Kendall Grove,Dan Miragliotta,1/19/2008,"Newcastle, England, United Kingdom",Red,FALSE,Middleweight,0,0.5,430.375,7,1,3,0,3,3,1,0,0,0,1,1,1,0,Orthodox,198.12,185,0.265625,0.65625,158.328125,13,0,1,0,1,3,4,0,0,0,2,1,0,0,Orthodox,185.42,185,25,35
Wilson Gouveia,Jason Lambert,Herb Dean,1/19/2008,"Newcastle, England, United Kingdom",Red,FALSE,LightHeavyweight,1.0625,0,441.6875,8,0,3,0,3,4,1,0,0,0,0,3,1,0,Orthodox,190.5,185,0.5,0,315.625,7,0,0,1,3,3,1,0,0,0,0,0,3,0,Orthodox,185.42,185,32,29
Manvel Gamburyan,Nate Mohr,Herb Dean,12/29/2007,"Las Vegas, Nevada, USA",Red,FALSE,Lightweight,0,0.5,539,4,0,0,1,1,1,1,0,0,0,1,0,0,0,Orthodox,175.26,155,0,0,320,2,1,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,165.1,135,24,26
Chuck Liddell,Wanderlei Silva,Herb Dean,12/29/2007,"Las Vegas, Nevada, USA",Red,FALSE,LightHeavyweight,0.25,0.75,804.25,7,1,0,1,1,1,2,0,0,0,0,1,0,0,Orthodox,180.34,205,0.3309021,0.75,621.6798782348633,38,7,1,0,7,15,4,0,0,0,5,9,0,1,Orthodox,187.96,205,31,38
Georges St-Pierre,Matt Hughes,Steve Mazzagatti,12/29/2007,"Las Vegas, Nevada, USA",Red,TRUE,Welterweight,0,0.515686035,685.7946929931641,38,11,2,0,6,15,3,0,0,0,4,5,4,2,Switch,175.26,170,0.25390625,0.5,634.453125,20,3,2,0,5,8,2,0,0,1,3,3,1,0,Orthodox,180.34,185,34,26
Dean Lister,Jordan Radev,Mario Yamasaki,12/29/2007,"Las Vegas, Nevada, USA",Red,FALSE,Middleweight,0,1,33,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Southpaw,170.18,185,0,2,710,7,0,2,0,2,2,1,0,0,0,1,0,1,0,Orthodox,185.42,185,31,31
Rich Clementi,Melvin Guillard,Herb Dean,12/29/2007,"Las Vegas, Nevada, USA",Red,FALSE,Lightweight,0.625,0,161.8125,7,0,1,0,2,3,2,0,0,0,0,2,0,1,Orthodox,175.26,155,0,0.625,625.25,12,0,0,2,1,2,3,0,0,0,0,0,2,0,Southpaw,175.26,155,24,31
Roan Carneiro,Tony DeSouza,Steve Mazzagatti,12/29/2007,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,0,1.125,344.4375,9,0,2,0,2,3,2,0,0,0,1,0,2,0,Southpaw,182.88,170,0,0,633.5,5,0,1,0,1,1,1,0,0,0,1,0,0,0,Orthodox,180.34,170,33,29
Mark Bocek,Doug Evans,Herb Dean,12/29/2007,"Las Vegas, Nevada, USA",Red,FALSE,Lightweight,0,0,510,2,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,175.26,155,0,0,295,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,172.72,155,27,26
Roger Huerta,Clay Guida,John McCarthy,12/8/2007,"Las Vegas, Nevada, USA",Red,FALSE,Lightweight,1,0,860.25,11,0,1,0,1,2,2,0,0,1,0,0,1,0,Orthodox,170.18,155,0,0,652.4375,12,0,5,0,5,5,0,0,0,0,2,3,0,0,Orthodox,175.26,155,25,24
Ed Herman,Joe Doerksen,Kevin Mulhall,11/17/2007,"Newark, New Jersey, USA",Red,FALSE,Middleweight,0.5,0.25,834.25,11,0,0,1,1,1,3,0,0,0,0,0,1,0,Orthodox,182.88,185,0,0,399.875,7,1,0,2,2,2,2,0,0,0,0,0,2,0,Orthodox,185.42,205,30,27
Frankie Edgar,Spencer Fisher,Dan Miragliotta,11/17/2007,"Newark, New Jersey, USA",Red,FALSE,Lightweight,0.1875,0,687.609375,14,0,2,0,2,5,2,0,0,0,1,2,1,1,Southpaw,170.18,155,0,0,597.5,4,0,2,0,2,2,0,0,0,0,1,1,0,0,Orthodox,167.64000000000001,135,31,26
Thiago Silva,Houston Alexander,Dan Miragliotta,11/17/2007,"Newark, New Jersey, USA",Red,FALSE,LightHeavyweight,1.5,0,54.5,2,0,2,0,2,2,0,0,0,0,0,2,0,0,Orthodox,182.88,205,0.5,0,314.5,3,0,2,0,2,2,0,0,0,0,0,2,0,0,Orthodox,187.96,205,35,25
Marcus Aurelio,Luke Caudillo,Kevin Mulhall,11/17/2007,"Newark, New Jersey, USA",Red,FALSE,Lightweight,1,0,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,170.18,155,0,2,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,177.8,155,26,34
Thiago Alves,Chris Lytle,Dan Miragliotta,11/17/2007,"Newark, New Jersey, USA",Red,FALSE,Welterweight,0.015625,0.00390625,474.3671875,21,1,0,2,2,3,6,0,0,0,0,0,3,0,Orthodox,180.34,170,0.53125,0.0625,529.875,13,0,0,1,3,5,2,0,0,0,1,4,0,0,Orthodox,175.26,170,33,24
Rashad Evans,Michael Bisping,Dan Miragliotta,11/17/2007,"Newark, New Jersey, USA",Red,FALSE,LightHeavyweight,0.25,0.25,652.25,8,1,4,0,4,4,0,0,0,1,0,3,0,0,Orthodox,185.42,185,0.3125,0,709.25,16,1,5,0,5,5,1,0,1,2,0,2,0,0,Orthodox,182.88,205,28,28
Akihiro Gono,Tamdan McCrory,Dan Miragliotta,11/17/2007,"Newark, New Jersey, USA",Red,FALSE,Welterweight,0,0,424,2,0,1,0,1,1,0,0,0,0,0,0,1,0,Switch,193.04,185,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Switch,170.18,170,21,33
Tim Sylvia,Brandon Vera,Yves Lavigne,10/20/2007,"Cincinnati, Ohio, USA",Red,FALSE,Heavyweight,0.375,0,147.625,5,0,4,0,4,4,0,0,0,0,0,3,1,0,Orthodox,190.5,230,0.081054688,0.5703125,1356.847656,26,8,3,0,5,8,3,0,0,0,3,5,0,0,Orthodox,203.2,265,30,31
Yushin Okami,Jason MacDonald,Mark Matheny,10/20/2007,"Cincinnati, Ohio, USA",Red,FALSE,Middleweight,0,0,487.25,7,0,2,0,2,3,1,0,0,0,0,1,2,0,Orthodox,190.5,185,0,0,880.375,15,0,4,0,4,4,1,0,0,0,2,2,0,0,Southpaw,187.96,170,32,26
Joshua Burkman,Forrest Petz,Yves Lavigne,10/20/2007,"Cincinnati, Ohio, USA",Red,FALSE,Welterweight,0.625,0,824.75,10,0,1,0,1,2,2,0,0,0,2,0,0,0,Orthodox,175.26,170,0.125,0.0625,827.5625,13,0,2,0,2,4,2,0,0,0,2,1,1,0,Orthodox,177.8,170,32,27
Alvin Robinson,Jorge Gurgel,Mark Matheny,10/20/2007,"Cincinnati, Ohio, USA",Red,FALSE,Lightweight,0,0,900,9,0,0,1,2,2,1,0,0,1,1,0,0,0,Orthodox,170.18,155,0,0,270,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Southpaw,175.26,155,30,25
Anderson Silva,Rich Franklin,John McCarthy,10/20/2007,"Cincinnati, Ohio, USA",Red,TRUE,Middleweight,0.1953125,0.203125,743.5917969,22,4,7,0,7,9,1,0,0,0,2,5,1,1,Southpaw,185.42,185,0.875,0,281.25,5,2,4,0,4,4,0,0,0,0,0,3,1,0,Southpaw,187.96,185,33,32
Demian Maia,Ryan Jensen,John McCarthy,10/20/2007,"Cincinnati, Ohio, USA",Red,FALSE,Middleweight,0,0,227,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,185.42,185,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,170,30,29
Stephan Bonnar,Eric Schafer,John McCarthy,10/20/2007,"Cincinnati, Ohio, USA",Red,FALSE,LightHeavyweight,0,0,205,2,0,1,0,1,1,1,0,0,0,0,0,1,0,Orthodox,190.5,185,0.0625,0,497.3125,17,1,0,1,3,4,3,0,0,0,2,0,2,0,Orthodox,193.04,205,30,30
Alan Belcher,Kalib Starnes,Yves Lavigne,10/20/2007,"Cincinnati, Ohio, USA",Red,FALSE,Middleweight,0,0,669,7,0,1,0,1,2,1,0,0,0,1,0,1,0,Orthodox,190.5,185,0.125,0,380.125,9,0,0,1,1,2,2,0,0,0,0,1,1,0,Orthodox,187.96,185,32,23
Matt Grice,Jason Black,Mark Matheny,10/20/2007,"Cincinnati, Ohio, USA",Red,FALSE,Lightweight,0,0,469,2,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,172.72,155,0,0,288,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,172.72,145,35,26
Rich Clementi,Anthony Johnson,Herb Dean,9/22/2007,"Anaheim, California, USA",Red,FALSE,Welterweight,1,0,13,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Orthodox,187.96,205,0,0.25,765.5,10,0,0,2,1,1,3,0,0,0,0,0,1,0,Southpaw,175.26,155,23,31
Jeremy Stephens,Diego Saraiva,John McCarthy,9/22/2007,"Anaheim, California, USA",Red,FALSE,Lightweight,0,0,900,6,0,0,2,0,0,2,0,0,0,0,0,0,0,Orthodox,167.64000000000001,155,0,0,464,2,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,175.26,145,25,21
Jon Fitch,Diego Sanchez,Herb Dean,9/22/2007,"Anaheim, California, USA",Red,FALSE,Welterweight,0.5,0,682.265625,16,1,6,0,6,6,1,0,0,0,3,3,0,0,Southpaw,177.8,170,0.09375,0,500.09375,14,0,6,0,6,6,0,0,0,0,2,1,3,0,Orthodox,182.88,170,25,29
Keith Jardine,Chuck Liddell,John McCarthy,9/22/2007,"Anaheim, California, USA",Red,FALSE,LightHeavyweight,0.661804199,0.5,343.35975646972656,35,7,1,0,7,15,3,0,0,0,5,9,0,1,Orthodox,187.96,205,0.03125,1.0625,307,13,0,2,0,2,4,2,0,0,0,2,2,0,0,Orthodox,187.96,185,37,31
Tyson Griffin,Thiago Tavares,Steve Mazzagatti,9/22/2007,"Anaheim, California, USA",Red,FALSE,Lightweight,0,0,684.5,5,0,2,0,2,2,0,0,0,0,1,0,1,0,Orthodox,170.18,145,0,0,702.5,7,0,1,0,1,2,1,0,0,1,0,0,1,0,Orthodox,167.64000000000001,145,22,23
Kenny Florian,Din Thomas,Mario Yamasaki,9/19/2007,"Las Vegas, Nevada, USA",Red,FALSE,Lightweight,0.125,0.015625,619.34375,17,0,0,1,4,5,2,0,0,1,2,0,2,0,Orthodox,175.26,155,0,0,558.921875,15,2,0,1,3,5,2,0,0,0,0,1,3,1,Southpaw,177.8,145,30,31
Chris Leben,Terry Martin,Herb Dean,9/19/2007,"Las Vegas, Nevada, USA",Red,FALSE,Middleweight,0.25,0.125,161.25,6,0,0,2,2,2,2,0,0,0,0,2,0,0,Orthodox,172.72,185,0.140625,0.125,665.9335938,17,0,5,0,5,6,3,0,0,1,1,3,1,0,Southpaw,180.34,185,26,27
Thiago Alves,Kuniyoshi Hironaka,Herb Dean,9/19/2007,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,0,0,900,6,0,0,1,1,1,1,0,0,0,1,0,0,0,Orthodox,177.8,168,1.0625,0.125,515.75,11,0,0,1,2,4,2,0,0,0,1,3,0,0,Orthodox,175.26,170,31,23
Cole Miller,Leonard Garcia,Steve Mazzagatti,9/19/2007,"Las Vegas, Nevada, USA",Red,FALSE,Lightweight,0,0,581,4,0,0,1,1,1,1,0,0,0,0,0,1,0,Orthodox,177.8,145,1,0,70,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Orthodox,185.42,145,28,23
Luke Cummo,Edilberto de Oliveira,Herb Dean,9/19/2007,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,0,1,637,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,182.88,170,1,0,682.5,11,1,0,1,1,2,2,0,0,0,1,1,0,0,Orthodox,182.88,170,24,27
Nate Quarry,Pete Sell,Mario Yamasaki,9/19/2007,"Las Vegas, Nevada, USA",Red,FALSE,Middleweight,0,0.625,688.875,9,0,1,0,1,1,3,0,0,0,0,0,1,0,Orthodox,180.34,170,0.5,1,131.75,4,1,3,0,3,3,1,0,0,0,0,3,0,0,Open Stance,182.88,185,25,35
Nate Diaz,Junior Assuncao,Steve Mazzagatti,9/19/2007,"Las Vegas, Nevada, USA",Red,FALSE,Lightweight,0.5,0,269.5,3,0,0,1,1,1,1,0,0,0,0,0,1,0,Orthodox,175.26,145,0,0,320,2,1,1,0,1,1,0,0,0,0,0,0,1,0,Southpaw,182.88,170,26,22
Dustin Hazelett,Jonathan Goulet,Steve Mazzagatti,9/19/2007,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,0,1.125,433.875,8,0,1,0,1,2,2,0,1,0,0,0,0,1,Orthodox,182.88,170,0,0,369.75,5,0,0,1,2,2,1,0,0,0,1,0,1,0,Orthodox,185.42,170,28,21
Houston Alexander,Alessio Sakara,Yves Lavigne,9/8/2007,"London, England, United Kingdom",Red,FALSE,LightHeavyweight,0.0625,0.25,206.875,8,0,0,1,1,2,3,0,0,0,1,1,0,0,Orthodox,182.88,185,2,0,48,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Orthodox,182.88,205,26,35
Cheick Kongo,Mirko Filipovic,John McCarthy,9/8/2007,"London, England, United Kingdom",Red,FALSE,Heavyweight,0.5,0.5,282,2,0,1,0,1,1,1,0,0,0,0,1,0,0,Southpaw,187.96,230,0.125,0,728,8,0,2,0,2,3,1,0,1,0,0,1,0,1,Orthodox,193.04,240,32,32
Michael Bisping,Matt Hamill,Mario Yamasaki,9/8/2007,"London, England, United Kingdom",Red,FALSE,LightHeavyweight,0,0.25,416.75,5,0,3,0,3,3,0,0,0,0,1,2,0,0,Orthodox,185.42,205,0.5,0.5,404.5,5,1,3,0,3,3,0,0,0,0,0,3,0,0,Orthodox,185.42,185,30,28
